Date,Time,4-403           :PV,4-403           :SV,4-403           :INT Time,4-403           :INT Flow,4-404           :PV,4-404           :SV,4-404           :INT Time,4-404           :INT Flow,4-407-1         :PV,4-407-1         :SV,4-407-1         :INT Time,4-407-1         :INT Flow
20231212,13:16:50,0.00,0.00,04 23:19:19,1.750E+00,0.00,100.00,04 21:33:36,7.989E+03,16.62,0.00,04 23:18:47,9.060E+04
20231212,13:16:55,0.00,0.00,04 23:19:25,1.750E+00,0.00,100.00,04 21:33:42,7.989E+03,16.62,0.00,04 23:18:52,9.060E+04
20231212,13:17:01,0.00,0.00,04 23:19:30,1.750E+00,0.00,100.00,04 21:33:47,7.989E+03,16.65,0.00,04 23:18:57,9.060E+04
20231212,13:17:06,0.00,0.00,04 23:19:35,1.750E+00,0.00,100.00,04 21:33:52,7.989E+03,16.67,0.00,04 23:19:03,9.061E+04
20231212,13:17:11,0.00,0.00,04 23:19:41,1.750E+00,0.00,100.00,04 21:33:57,7.989E+03,16.66,0.00,04 23:19:08,9.061E+04
20231212,13:17:16,0.00,0.00,04 23:19:46,1.750E+00,0.00,100.00,04 21:34:03,7.989E+03,16.67,0.00,04 23:19:13,9.061E+04
20231212,13:17:22,0.00,0.00,04 23:19:51,1.750E+00,0.00,100.00,04 21:34:08,7.989E+03,16.65,0.00,04 23:19:18,9.061E+04
20231212,13:17:27,0.00,0.00,04 23:19:56,1.750E+00,0.00,100.00,04 21:34:13,7.989E+03,16.65,0.00,04 23:19:24,9.061E+04
20231212,13:17:32,0.00,0.00,04 23:20:02,1.750E+00,0.00,100.00,04 21:34:19,7.989E+03,16.63,0.00,04 23:19:29,9.061E+04
20231212,13:17:38,0.00,0.00,04 23:20:07,1.750E+00,0.00,100.00,04 21:34:24,7.989E+03,16.66,0.00,04 23:19:34,9.061E+04
20231212,13:17:43,0.00,0.00,04 23:20:12,1.750E+00,0.00,100.00,04 21:34:29,7.989E+03,16.65,0.00,04 23:19:39,9.062E+04
20231212,13:17:48,0.00,0.00,04 23:20:17,1.750E+00,0.00,100.00,04 21:34:34,7.989E+03,16.66,0.00,04 23:19:45,9.062E+04
20231212,13:17:53,0.00,0.00,04 23:20:23,1.750E+00,0.00,100.00,04 21:34:40,7.989E+03,16.65,0.00,04 23:19:51,9.062E+04
20231212,13:17:59,0.00,0.00,04 23:20:28,1.750E+00,0.00,100.00,04 21:34:45,7.989E+03,16.62,0.00,04 23:19:56,9.062E+04
20231212,13:18:04,0.00,0.00,04 23:20:33,1.750E+00,0.00,100.00,04 21:34:50,7.989E+03,16.62,0.00,04 23:20:01,9.062E+04
20231212,13:18:09,0.00,0.00,04 23:20:38,1.750E+00,0.00,100.00,04 21:34:55,7.989E+03,16.66,0.00,04 23:20:06,9.062E+04
20231212,13:18:15,0.00,0.00,04 23:20:44,1.750E+00,0.00,100.00,04 21:35:01,7.989E+03,16.63,0.00,04 23:20:12,9.062E+04
20231212,13:18:20,0.00,0.00,04 23:20:49,1.750E+00,0.00,100.00,04 21:35:06,7.989E+03,16.63,0.00,04 23:20:17,9.063E+04
20231212,13:18:25,0.00,0.00,04 23:20:55,1.750E+00,0.00,100.00,04 21:35:11,7.989E+03,16.64,0.00,04 23:20:22,9.063E+04
20231212,13:18:30,0.00,0.00,04 23:21:00,1.750E+00,0.00,100.00,04 21:35:16,7.989E+03,16.64,0.00,04 23:20:27,9.063E+04
20231212,13:18:36,0.00,0.00,04 23:21:05,1.750E+00,0.00,100.00,04 21:35:22,7.989E+03,16.62,0.00,04 23:20:33,9.063E+04
20231212,13:18:41,0.00,0.00,04 23:21:11,1.750E+00,0.00,100.00,04 21:35:27,7.989E+03,16.62,0.00,04 23:20:38,9.063E+04
20231212,13:18:46,0.00,0.00,04 23:21:16,1.750E+00,0.00,100.00,04 21:35:32,7.989E+03,16.55,0.00,04 23:20:43,9.063E+04
20231212,13:18:52,0.00,0.00,04 23:21:21,1.750E+00,0.00,100.00,04 21:35:37,7.989E+03,16.59,0.00,04 23:20:48,9.063E+04
20231212,13:18:57,0.00,0.00,04 23:21:26,1.750E+00,0.00,100.00,04 21:35:43,7.989E+03,16.66,0.00,04 23:20:54,9.064E+04
20231212,13:19:02,0.00,0.00,04 23:21:31,1.750E+00,0.00,100.00,04 21:35:48,7.989E+03,16.67,0.00,04 23:20:59,9.064E+04
20231212,13:19:07,0.00,0.00,04 23:21:36,1.750E+00,0.00,100.00,04 21:35:53,7.989E+03,16.65,0.00,04 23:21:04,9.064E+04
20231212,13:19:13,0.00,0.00,04 23:21:42,1.750E+00,0.00,100.00,04 21:35:59,7.989E+03,16.63,0.00,04 23:21:10,9.064E+04
20231212,13:19:18,0.00,0.00,04 23:21:47,1.750E+00,0.00,100.00,04 21:36:04,7.989E+03,16.65,0.00,04 23:21:15,9.064E+04
20231212,13:19:23,0.00,0.00,04 23:21:52,1.750E+00,0.00,100.00,04 21:36:09,7.989E+03,16.65,0.00,04 23:21:21,9.064E+04
20231212,13:19:29,0.00,0.00,04 23:21:58,1.750E+00,0.00,100.00,04 21:36:15,7.989E+03,16.63,0.00,04 23:21:25,9.064E+04
20231212,13:19:34,0.00,0.00,04 23:22:03,1.750E+00,0.00,100.00,04 21:36:20,7.989E+03,16.65,0.00,04 23:21:31,9.065E+04
20231212,13:19:39,0.00,0.00,04 23:22:09,1.750E+00,0.00,100.00,04 21:36:26,7.989E+03,16.65,0.00,04 23:21:36,9.065E+04
20231212,13:19:45,0.00,0.00,04 23:22:14,1.750E+00,0.00,100.00,04 21:36:31,7.989E+03,16.63,0.00,04 23:21:41,9.065E+04
20231212,13:19:50,0.00,0.00,04 23:22:19,1.750E+00,0.00,100.00,04 21:36:36,7.989E+03,16.63,0.00,04 23:21:47,9.065E+04
20231212,13:19:55,0.00,0.00,04 23:22:25,1.750E+00,0.00,100.00,04 21:36:41,7.989E+03,16.66,0.00,04 23:21:52,9.065E+04
20231212,13:20:00,0.00,0.00,04 23:22:30,1.750E+00,0.00,100.00,04 21:36:47,7.989E+03,16.65,0.00,04 23:21:57,9.065E+04
20231212,13:20:06,0.00,0.00,04 23:22:35,1.750E+00,0.00,100.00,04 21:36:52,7.989E+03,16.64,0.00,04 23:22:02,9.066E+04
20231212,13:20:11,0.00,0.00,04 23:22:40,1.750E+00,0.00,100.00,04 21:36:57,7.989E+03,16.64,0.00,04 23:22:08,9.066E+04
20231212,13:20:16,0.00,0.00,04 23:22:46,1.750E+00,0.00,100.00,04 21:37:03,7.989E+03,16.67,0.00,04 23:22:13,9.066E+04
20231212,13:20:22,0.00,0.00,04 23:22:51,1.750E+00,0.00,100.00,04 21:37:08,7.989E+03,16.63,0.00,04 23:22:18,9.066E+04
20231212,13:20:27,0.00,0.00,04 23:22:56,1.750E+00,0.00,100.00,04 21:37:13,7.989E+03,16.60,0.00,04 23:22:24,9.066E+04
20231212,13:20:32,0.00,0.00,04 23:23:01,1.750E+00,0.00,100.00,04 21:37:18,7.989E+03,16.61,0.00,04 23:22:29,9.066E+04
20231212,13:20:37,0.00,0.00,04 23:23:07,1.750E+00,0.00,100.00,04 21:37:24,7.989E+03,16.62,0.00,04 23:22:34,9.066E+04
20231212,13:20:43,0.00,0.00,04 23:23:12,1.750E+00,0.00,100.00,04 21:37:29,7.989E+03,16.65,0.00,04 23:22:39,9.067E+04
20231212,13:20:48,0.00,0.00,04 23:23:17,1.750E+00,0.00,100.00,04 21:37:34,7.989E+03,16.61,0.00,04 23:22:45,9.067E+04
20231212,13:20:53,0.00,0.00,04 23:23:23,1.750E+00,0.00,100.00,04 21:37:40,7.989E+03,16.64,0.00,04 23:22:50,9.067E+04
20231212,13:20:59,0.00,0.00,04 23:23:28,1.750E+00,0.00,100.00,04 21:37:45,7.989E+03,16.62,0.00,04 23:22:55,9.067E+04
20231212,13:21:04,0.00,0.00,04 23:23:33,1.750E+00,0.00,100.00,04 21:37:50,7.989E+03,16.62,0.00,04 23:23:01,9.067E+04
20231212,13:21:09,0.00,0.00,04 23:23:38,1.750E+00,0.00,100.00,04 21:37:55,7.989E+03,16.64,0.00,04 23:23:06,9.067E+04
20231212,13:21:14,0.00,0.00,04 23:23:44,1.750E+00,0.00,100.00,04 21:38:01,7.989E+03,16.24,0.00,04 23:23:11,9.067E+04
20231212,13:21:20,0.00,0.00,04 23:23:49,1.750E+00,0.00,100.00,04 21:38:06,7.989E+03,16.22,0.00,04 23:23:16,9.068E+04
20231212,13:21:25,0.00,0.00,04 23:23:54,1.750E+00,0.00,100.00,04 21:38:11,7.989E+03,16.27,0.00,04 23:23:22,9.068E+04
20231212,13:21:30,0.00,0.00,04 23:24:00,1.750E+00,0.00,100.00,04 21:38:17,7.989E+03,16.68,0.00,04 23:23:27,9.068E+04
20231212,13:21:36,0.00,0.00,04 23:24:05,1.750E+00,0.00,100.00,04 21:38:22,7.989E+03,16.64,0.00,04 23:23:33,9.068E+04
20231212,13:21:41,0.00,0.00,04 23:24:10,1.750E+00,2.61,100.00,04 21:38:27,7.989E+03,16.52,0.00,04 23:23:38,9.068E+04
20231212,13:21:46,0.00,0.00,04 23:24:15,1.750E+00,2.24,100.00,04 21:38:32,7.989E+03,16.63,0.00,04 23:23:43,9.068E+04
20231212,13:21:52,0.00,0.00,04 23:24:21,1.750E+00,2.07,100.00,04 21:38:38,7.989E+03,16.63,0.00,04 23:23:49,9.068E+04
20231212,13:21:57,0.00,0.00,04 23:24:26,1.750E+00,0.00,100.00,04 21:38:43,7.989E+03,16.65,0.00,04 23:23:54,9.069E+04
20231212,13:22:02,0.00,0.00,04 23:24:31,1.750E+00,0.00,100.00,04 21:38:48,7.989E+03,16.65,0.00,04 23:23:59,9.069E+04
20231212,13:22:07,0.00,0.00,04 23:24:37,1.750E+00,0.00,100.00,04 21:38:54,7.989E+03,16.65,0.00,04 23:24:05,9.069E+04
20231212,13:22:13,0.00,0.00,04 23:24:42,1.750E+00,0.00,100.00,04 21:38:59,7.989E+03,16.66,0.00,04 23:24:10,9.069E+04
20231212,13:22:18,0.00,0.00,04 23:24:47,1.750E+00,0.00,100.00,04 21:39:04,7.989E+03,16.19,0.00,04 23:24:15,9.069E+04
20231212,13:22:23,0.00,0.00,04 23:24:52,1.750E+00,0.00,100.00,04 21:39:09,7.989E+03,16.61,0.00,04 23:24:20,9.069E+04
20231212,13:22:29,0.00,0.00,04 23:24:58,1.750E+00,0.00,100.00,04 21:39:15,7.989E+03,16.63,0.00,04 23:24:26,9.069E+04
20231212,13:22:34,0.00,0.00,04 23:25:03,1.750E+00,0.00,100.00,04 21:39:20,7.989E+03,16.65,0.00,04 23:24:31,9.070E+04
20231212,13:22:39,0.00,0.00,04 23:25:08,1.750E+00,0.00,100.00,04 21:39:25,7.989E+03,16.62,0.00,04 23:24:36,9.070E+04
20231212,13:22:45,0.00,0.00,04 23:25:14,1.750E+00,0.00,100.00,04 21:39:31,7.989E+03,16.62,0.00,04 23:24:42,9.070E+04
20231212,13:22:50,0.00,0.00,04 23:25:19,1.750E+00,0.00,100.00,04 21:39:36,7.989E+03,16.60,0.00,04 23:24:47,9.070E+04
20231212,13:22:55,0.00,0.00,04 23:25:24,1.750E+00,0.00,100.00,04 21:39:41,7.989E+03,16.65,0.00,04 23:24:52,9.070E+04
20231212,13:23:00,0.00,0.00,04 23:25:29,1.750E+00,0.00,100.00,04 21:39:46,7.989E+03,16.64,0.00,04 23:24:57,9.070E+04
20231212,13:23:06,0.00,0.00,04 23:25:35,1.750E+00,0.00,100.00,04 21:39:52,7.989E+03,16.63,0.00,04 23:25:03,9.071E+04
20231212,13:23:11,0.00,0.00,04 23:25:41,1.750E+00,0.00,100.00,04 21:39:57,7.989E+03,16.61,0.00,04 23:25:08,9.071E+04
20231212,13:23:16,0.00,0.00,04 23:25:46,1.750E+00,0.00,100.00,04 21:40:02,7.989E+03,16.63,0.00,04 23:25:13,9.071E+04
20231212,13:23:22,0.00,0.00,04 23:25:51,1.750E+00,0.00,100.00,04 21:40:07,7.989E+03,16.61,0.00,04 23:25:18,9.071E+04
20231212,13:23:27,0.00,0.00,04 23:25:56,1.750E+00,0.00,100.00,04 21:40:13,7.989E+03,16.61,0.00,04 23:25:24,9.071E+04
20231212,13:23:32,0.00,0.00,04 23:26:02,1.750E+00,0.00,100.00,04 21:40:18,7.989E+03,16.64,0.00,04 23:25:29,9.071E+04
20231212,13:23:37,0.00,0.00,04 23:26:07,1.750E+00,0.00,100.00,04 21:40:23,7.989E+03,16.61,0.00,04 23:25:34,9.071E+04
20231212,13:23:43,0.00,0.00,04 23:26:12,1.750E+00,0.00,100.00,04 21:40:28,7.989E+03,16.63,0.00,04 23:25:39,9.071E+04
20231212,13:23:48,0.00,0.00,04 23:26:17,1.750E+00,0.00,100.00,04 21:40:34,7.989E+03,16.65,0.00,04 23:25:45,9.072E+04
20231212,13:23:53,0.00,0.00,04 23:26:23,1.750E+00,0.00,100.00,04 21:40:39,7.989E+03,16.62,0.00,04 23:25:50,9.072E+04
20231212,13:23:59,0.00,0.00,04 23:26:28,1.750E+00,0.00,100.00,04 21:40:44,7.989E+03,16.59,0.00,04 23:25:55,9.072E+04
20231212,13:24:04,0.00,0.00,04 23:26:33,1.750E+00,0.00,100.00,04 21:40:50,7.989E+03,16.62,0.00,04 23:26:01,9.072E+04
20231212,13:24:09,0.00,0.00,04 23:26:39,1.750E+00,0.00,100.00,04 21:40:55,7.989E+03,16.62,0.00,04 23:26:06,9.072E+04
20231212,13:24:14,0.00,0.00,04 23:26:44,1.750E+00,0.00,100.00,04 21:41:00,7.989E+03,16.60,0.00,04 23:26:11,9.072E+04
20231212,13:24:20,0.00,0.00,04 23:26:49,1.750E+00,0.00,100.00,04 21:41:06,7.989E+03,16.66,0.00,04 23:26:17,9.073E+04
20231212,13:24:25,0.00,0.00,04 23:26:54,1.750E+00,0.00,100.00,04 21:41:11,7.989E+03,16.63,0.00,04 23:26:22,9.073E+04
20231212,13:24:30,0.00,0.00,04 23:27:00,1.750E+00,0.00,100.00,04 21:41:16,7.989E+03,16.52,0.00,04 23:26:27,9.073E+04
20231212,13:24:36,0.00,0.00,04 23:27:05,1.750E+00,0.00,100.00,04 21:41:21,7.989E+03,16.57,0.00,04 23:26:32,9.073E+04
20231212,13:24:41,0.00,0.00,04 23:27:10,1.750E+00,0.00,100.00,04 21:41:27,7.989E+03,16.61,0.00,04 23:26:38,9.073E+04
20231212,13:24:46,0.00,0.00,04 23:27:16,1.750E+00,0.00,100.00,04 21:41:33,7.989E+03,16.65,0.00,04 23:26:43,9.073E+04
20231212,13:24:51,0.00,0.00,04 23:27:21,1.750E+00,0.00,100.00,04 21:41:38,7.989E+03,16.65,0.00,04 23:26:48,9.073E+04
20231212,13:24:57,0.00,0.00,04 23:27:26,1.750E+00,0.00,100.00,04 21:41:43,7.989E+03,16.64,0.00,04 23:26:53,9.074E+04
20231212,13:25:02,0.00,0.00,04 23:27:31,1.750E+00,0.00,100.00,04 21:41:48,7.989E+03,16.60,0.00,04 23:26:59,9.074E+04
20231212,13:25:07,0.00,0.00,04 23:27:37,1.750E+00,0.00,100.00,04 21:41:54,7.989E+03,16.63,0.00,04 23:27:04,9.074E+04
20231212,13:25:13,0.00,0.00,04 23:27:42,1.750E+00,0.00,100.00,04 21:41:59,7.989E+03,16.64,0.00,04 23:27:09,9.074E+04
20231212,13:25:18,0.00,0.00,04 23:27:47,1.750E+00,0.00,100.00,04 21:42:04,7.989E+03,16.62,0.00,04 23:27:14,9.074E+04
20231212,13:25:23,0.00,0.00,04 23:27:52,1.750E+00,0.00,100.00,04 21:42:09,7.989E+03,16.63,0.00,04 23:27:20,9.074E+04
20231212,13:25:28,0.00,0.00,04 23:27:58,1.750E+00,0.00,100.00,04 21:42:15,7.989E+03,16.62,0.00,04 23:27:26,9.074E+04
20231212,13:25:34,0.00,0.00,04 23:28:03,1.750E+00,0.00,100.00,04 21:42:20,7.989E+03,16.64,0.00,04 23:27:31,9.075E+04
20231212,13:25:39,0.00,0.00,04 23:28:08,1.750E+00,0.00,100.00,04 21:42:25,7.989E+03,16.64,0.00,04 23:27:36,9.075E+04
20231212,13:25:44,0.00,0.00,04 23:28:13,1.750E+00,0.00,100.00,04 21:42:30,7.989E+03,16.61,0.00,04 23:27:41,9.075E+04
20231212,13:25:50,0.00,0.00,04 23:28:19,1.750E+00,0.00,100.00,04 21:42:36,7.989E+03,16.61,0.00,04 23:27:47,9.075E+04
20231212,13:25:55,0.00,0.00,04 23:28:24,1.750E+00,0.00,100.00,04 21:42:41,7.989E+03,16.59,0.00,04 23:27:52,9.075E+04
20231212,13:26:00,0.00,0.00,04 23:28:29,1.750E+00,0.00,100.00,04 21:42:46,7.989E+03,16.62,0.00,04 23:27:57,9.075E+04
20231212,13:26:05,0.00,0.00,04 23:28:34,1.750E+00,0.00,100.00,04 21:42:51,7.989E+03,16.58,0.00,04 23:28:02,9.075E+04
20231212,13:26:11,0.00,0.00,04 23:28:40,1.750E+00,0.00,100.00,04 21:42:57,7.989E+03,16.57,0.00,04 23:28:08,9.076E+04
20231212,13:26:16,0.00,0.00,04 23:28:45,1.750E+00,0.00,100.00,04 21:43:02,7.989E+03,16.57,0.00,04 23:28:13,9.076E+04
20231212,13:26:21,0.00,0.00,04 23:28:50,1.750E+00,0.00,100.00,04 21:43:07,7.989E+03,16.59,0.00,04 23:28:18,9.076E+04
20231212,13:26:27,0.00,0.00,04 23:28:56,1.750E+00,2.30,100.00,04 21:43:13,7.989E+03,16.57,0.00,04 23:28:24,9.076E+04
20231212,13:26:32,0.00,0.00,04 23:29:01,1.750E+00,2.36,100.00,04 21:43:18,7.990E+03,16.59,0.00,04 23:28:29,9.076E+04
20231212,13:26:37,0.00,0.00,04 23:29:06,1.750E+00,2.13,100.00,04 21:43:23,7.990E+03,16.58,0.00,04 23:28:34,9.076E+04
20231212,13:26:42,0.00,0.00,04 23:29:11,1.750E+00,2.00,100.00,04 21:43:28,7.990E+03,16.62,0.00,04 23:28:39,9.076E+04
20231212,13:26:48,0.00,0.00,04 23:29:17,1.750E+00,0.00,100.00,04 21:43:34,7.990E+03,16.60,0.00,04 23:28:45,9.077E+04
20231212,13:26:53,0.00,0.00,04 23:29:23,1.750E+00,0.00,100.00,04 21:43:39,7.990E+03,16.55,0.00,04 23:28:50,9.077E+04
20231212,13:26:58,0.00,0.00,04 23:29:28,1.750E+00,0.00,100.00,04 21:43:44,7.990E+03,16.61,0.00,04 23:28:55,9.077E+04
20231212,13:27:04,0.00,0.00,04 23:29:33,1.750E+00,0.00,100.00,04 21:43:50,7.990E+03,16.59,0.00,04 23:29:01,9.077E+04
20231212,13:27:09,0.00,0.00,04 23:29:38,1.750E+00,0.00,100.00,04 21:43:55,7.990E+03,16.56,0.00,04 23:29:06,9.077E+04
20231212,13:27:14,0.00,0.00,04 23:29:44,1.750E+00,0.00,100.00,04 21:44:00,7.990E+03,16.50,0.00,04 23:29:11,9.077E+04
20231212,13:27:19,0.00,0.00,04 23:29:49,1.750E+00,0.00,100.00,04 21:44:05,7.990E+03,16.50,0.00,04 23:29:16,9.077E+04
20231212,13:27:25,0.00,0.00,04 23:29:54,1.750E+00,0.00,100.00,04 21:44:11,7.990E+03,16.60,0.00,04 23:29:22,9.078E+04
20231212,13:27:30,0.00,0.00,04 23:29:59,1.750E+00,0.00,100.00,04 21:44:16,7.990E+03,16.57,0.00,04 23:29:27,9.078E+04
20231212,13:27:35,0.00,0.00,04 23:30:05,1.750E+00,0.00,100.00,04 21:44:22,7.990E+03,16.14,0.00,04 23:29:32,9.078E+04
20231212,13:27:41,0.00,0.00,04 23:30:10,1.750E+00,0.00,100.00,04 21:44:27,7.990E+03,16.18,0.00,04 23:29:37,9.078E+04
20231212,13:27:46,0.00,0.00,04 23:30:15,1.750E+00,0.00,100.00,04 21:44:32,7.990E+03,16.57,0.00,04 23:29:43,9.078E+04
20231212,13:27:51,0.00,0.00,04 23:30:20,1.750E+00,0.00,100.00,04 21:44:37,7.990E+03,16.61,0.00,04 23:29:48,9.078E+04
20231212,13:27:56,0.00,0.00,04 23:30:26,1.750E+00,0.00,100.00,04 21:44:43,7.990E+03,16.59,0.00,04 23:29:53,9.078E+04
20231212,13:28:02,0.00,0.00,04 23:30:31,1.750E+00,0.00,100.00,04 21:44:48,7.990E+03,16.58,0.00,04 23:29:58,9.079E+04
20231212,13:28:07,0.00,0.00,04 23:30:36,1.750E+00,0.00,100.00,04 21:44:53,7.990E+03,16.58,0.00,04 23:30:04,9.079E+04
20231212,13:28:12,0.00,0.00,04 23:30:42,1.750E+00,0.00,100.00,04 21:44:59,7.990E+03,16.56,0.00,04 23:30:09,9.079E+04
20231212,13:28:18,0.00,0.00,04 23:30:47,1.750E+00,0.00,100.00,04 21:45:04,7.990E+03,16.56,0.00,04 23:30:15,9.079E+04
20231212,13:28:23,0.00,0.00,04 23:30:52,1.750E+00,0.00,100.00,04 21:45:09,7.990E+03,16.57,0.00,04 23:30:20,9.079E+04
20231212,13:28:28,0.00,0.00,04 23:30:57,1.750E+00,0.00,100.00,04 21:45:14,7.990E+03,16.53,0.00,04 23:30:25,9.079E+04
20231212,13:28:33,0.00,0.00,04 23:31:03,1.750E+00,0.00,100.00,04 21:45:20,7.990E+03,16.57,0.00,04 23:30:31,9.079E+04
20231212,13:28:39,0.00,0.00,04 23:31:08,1.750E+00,0.00,100.00,04 21:45:25,7.990E+03,16.58,0.00,04 23:30:36,9.080E+04
20231212,13:28:44,0.00,0.00,04 23:31:13,1.750E+00,0.00,100.00,04 21:45:30,7.990E+03,16.59,0.00,04 23:30:41,9.080E+04
20231212,13:28:49,0.00,0.00,04 23:31:18,1.750E+00,0.00,100.00,04 21:45:35,7.990E+03,16.56,0.00,04 23:30:46,9.080E+04
20231212,13:28:55,0.00,0.00,04 23:31:24,1.750E+00,0.00,100.00,04 21:45:41,7.990E+03,16.48,0.00,04 23:30:52,9.080E+04
20231212,13:29:00,0.00,0.00,04 23:31:29,1.750E+00,0.00,100.00,04 21:45:46,7.990E+03,16.50,0.00,04 23:30:57,9.080E+04
20231212,13:29:05,0.00,0.00,04 23:31:35,1.750E+00,0.00,100.00,04 21:45:51,7.990E+03,16.48,0.00,04 23:31:02,9.080E+04
20231212,13:29:10,0.00,0.00,04 23:31:40,1.750E+00,0.00,100.00,04 21:45:56,7.990E+03,16.57,0.00,04 23:31:07,9.080E+04
20231212,13:29:16,0.00,0.00,04 23:31:45,1.750E+00,0.00,100.00,04 21:46:02,7.990E+03,16.59,0.00,04 23:31:13,9.081E+04
20231212,13:29:21,0.00,0.00,04 23:31:51,1.750E+00,0.00,100.00,04 21:46:07,7.990E+03,16.59,0.00,04 23:31:18,9.081E+04
20231212,13:29:26,0.00,0.00,04 23:31:56,1.750E+00,0.00,100.00,04 21:46:12,7.990E+03,16.61,0.00,04 23:31:23,9.081E+04
20231212,13:29:32,0.00,0.00,04 23:32:01,1.750E+00,0.00,100.00,04 21:46:17,7.990E+03,16.56,0.00,04 23:31:28,9.081E+04
20231212,13:29:37,0.00,0.00,04 23:32:06,1.750E+00,0.00,100.00,04 21:46:23,7.990E+03,16.51,0.00,04 23:31:34,9.081E+04
20231212,13:29:42,0.00,0.00,04 23:32:12,1.750E+00,0.00,100.00,04 21:46:28,7.990E+03,16.40,0.00,04 23:31:39,9.081E+04
20231212,13:29:47,0.00,0.00,04 23:32:17,1.750E+00,0.00,100.00,04 21:46:34,7.990E+03,16.56,0.00,04 23:31:44,9.081E+04
20231212,13:29:53,0.00,0.00,04 23:32:22,1.750E+00,0.00,100.00,04 21:46:39,7.990E+03,16.61,0.00,04 23:31:49,9.082E+04
20231212,13:29:58,0.00,0.00,04 23:32:27,1.750E+00,0.00,100.00,04 21:46:44,7.990E+03,16.58,0.00,04 23:31:55,9.082E+04
20231212,13:30:03,0.00,0.00,04 23:32:33,1.750E+00,0.00,100.00,04 21:46:50,7.990E+03,16.57,0.00,04 23:32:00,9.082E+04
20231212,13:30:09,0.00,0.00,04 23:32:38,1.750E+00,0.00,100.00,04 21:46:55,7.990E+03,16.42,0.00,04 23:32:05,9.082E+04
20231212,13:30:14,0.00,0.00,04 23:32:43,1.750E+00,0.00,100.00,04 21:47:00,7.990E+03,16.54,0.00,04 23:32:11,9.082E+04
20231212,13:30:19,0.00,0.00,04 23:32:48,1.750E+00,0.00,100.00,04 21:47:05,7.990E+03,16.39,0.00,04 23:32:16,9.082E+04
20231212,13:30:24,0.00,0.00,04 23:32:54,1.750E+00,0.00,100.00,04 21:47:11,7.990E+03,16.49,0.00,04 23:32:21,9.083E+04
20231212,13:30:30,0.00,0.00,04 23:32:59,1.750E+00,0.00,100.00,04 21:47:16,7.990E+03,16.55,0.00,04 23:32:26,9.083E+04
20231212,13:30:35,0.00,0.00,04 23:33:04,1.750E+00,2.24,100.00,04 21:47:21,7.990E+03,16.57,0.00,04 23:32:32,9.083E+04
20231212,13:30:40,0.00,0.00,04 23:33:09,1.750E+00,0.00,100.00,04 21:47:26,7.990E+03,16.60,0.00,04 23:32:37,9.083E+04
20231212,13:30:46,0.00,0.00,04 23:33:15,1.750E+00,0.00,100.00,04 21:47:32,7.990E+03,16.57,0.00,04 23:32:42,9.083E+04
20231212,13:30:51,0.00,0.00,04 23:33:20,1.750E+00,0.00,100.00,04 21:47:37,7.990E+03,16.56,0.00,04 23:32:48,9.083E+04
20231212,13:30:56,0.00,0.00,04 23:33:25,1.750E+00,0.00,100.00,04 21:47:42,7.990E+03,16.56,0.00,04 23:32:53,9.083E+04
20231212,13:31:01,0.00,0.00,04 23:33:31,1.750E+00,0.00,100.00,04 21:47:48,7.990E+03,16.55,0.00,04 23:32:59,9.084E+04
20231212,13:31:07,0.00,0.00,04 23:33:36,1.750E+00,0.00,100.00,04 21:47:53,7.990E+03,16.57,0.00,04 23:33:04,9.084E+04
20231212,13:31:12,0.00,0.00,04 23:33:41,1.750E+00,0.00,100.00,04 21:47:58,7.990E+03,16.55,0.00,04 23:33:09,9.084E+04
20231212,13:31:17,0.00,0.00,04 23:33:46,1.750E+00,0.00,100.00,04 21:48:03,7.990E+03,16.59,0.00,04 23:33:14,9.084E+04
20231212,13:31:23,0.00,0.00,04 23:33:52,1.750E+00,0.00,100.00,04 21:48:09,7.990E+03,16.56,0.00,04 23:33:20,9.084E+04
20231212,13:31:28,0.00,0.00,04 23:33:57,1.750E+00,0.00,100.00,04 21:48:14,7.990E+03,16.57,0.00,04 23:33:25,9.084E+04
20231212,13:31:33,0.00,0.00,04 23:34:03,1.750E+00,0.00,100.00,04 21:48:19,7.990E+03,4.59,0.00,04 23:33:30,9.084E+04
20231212,13:31:38,0.00,0.00,04 23:34:08,1.750E+00,0.00,100.00,04 21:48:24,7.990E+03,4.14,0.00,04 23:33:35,9.084E+04
20231212,13:31:44,0.00,0.00,04 23:34:13,1.750E+00,0.00,100.00,04 21:48:30,7.990E+03,5.07,0.00,04 23:33:41,9.084E+04
20231212,13:31:49,0.00,0.00,04 23:34:18,1.750E+00,0.00,100.00,04 21:48:35,7.990E+03,5.32,0.00,04 23:33:46,9.084E+04
20231212,13:31:54,0.00,0.00,04 23:34:24,1.750E+00,0.00,100.00,04 21:48:40,7.990E+03,5.22,0.00,04 23:33:51,9.085E+04
20231212,13:31:59,0.00,0.00,04 23:34:29,1.750E+00,0.00,100.00,04 21:48:45,7.990E+03,5.48,0.00,04 23:33:56,9.085E+04
20231212,13:32:05,0.00,0.00,04 23:34:34,1.750E+00,0.00,100.00,04 21:48:51,7.990E+03,5.48,0.00,04 23:34:02,9.085E+04
20231212,13:32:10,0.00,0.00,04 23:34:40,1.750E+00,0.00,100.00,04 21:48:56,7.990E+03,5.49,0.00,04 23:34:07,9.085E+04
